company_name,uen_no,workhead,grade,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
SUBWELD ENGINEERING & FABRICATION PTE. LTD.,198301243W,CR01,Single Grade,na,1/12/2018,19,TUAS AVENUE 4,na,na,639369,62650880
SUCCEDO MAINTENANCE AND SERVICES PTE LTD,199604504G,MW02,L2,na,1/4/2018,3007,UBI ROAD 1,4,444,408701,68481396
SUCCESS ENGINEERING & STEEL PTE. LTD.,200809091Z,CR01,Single Grade,na,1/8/2017,35,PIONEER ROAD,na,na,628503,62643962
SUCCESS ENGINEERING 2002 PTE. LTD.,200206875D,CW01,C3,na,1/4/2018,1,TUAS LINK 1,na,na,638583,65423738
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CW01,B2,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CW02,C3,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CR05,L2,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CR06,L3,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CR09,L1,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CR11,L1,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,CR13,L3,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FOREVER CONSTRUCTION & MAINTENANCE PTE LTD,199307095W,RW01,Single Grade,na,1/11/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
SUCCESS FORMATION PTE. LTD.,201531103Z,ME01,L1,na,1/7/2019,9,Senoko Loop,na,na,758172,65551286
SUCCESSFUL ENGINEERING PTE LTD,201427442Z,ME05,L1,na,1/3/2019,5,TOA PAYOH INDUSTRIAL PARK,#01-1267,na,319057,98774050
SUEZ ENVIRONNEMENT PTE. LTD.,200919643G,ME11,L1,na,1/1/2019,298,TIONG BAHRU ROAD,#12-06,CENTRAL PLAZA,168730,66610420
SUHAI SIN CONSTRUCTION & ENGINEERING PTE LTD,199804267Z,CW01,C2,na,1/8/2018,63B,LENGKOK BAHRU,#03-362,na,152063,62205433
SUK ENGINEERING & CONSTRUCTION PRIVATE LIMITED,201026013D,CR01,Single Grade,na,1/4/2017,16D,VERDUN ROAD,na,na,207279,63003024
SUK STEELS PTE. LTD.,201229319H,CR01,Single Grade,na,1/2/2019,8,KAKI BUKIT ROAD 2,#02-10,RUBY WAREHOUSE COMPLEX,417841,62976478
SUM AND SIM SUB-CONTRACTOR,27632300M,TR02,Single Grade,na,1/1/2019,128,ANG MO KIO AVENUE 3,#01-1849,na,560128,65525865
SUMITOMO CHEMICAL (ASIA PACIFIC) PTE. LTD.,201306392M,SY02,L3,na,1/10/2017,150,BEACH ROAD,#17-07,GATEWAY WEST,189720,66714100
SUMITOMO CORPORATION,S57FC1204C,SY05,L6,na,1/9/2017,60,ANSON ROAD,#05-01,MAPLETREE ANSON,79914,65300943
SUMITOMO CORPORATION ASIA & OCEANIA  PTE. LTD.,199101899M,SY05,L6,na,1/6/2018,60,ANSON ROAD,#05-01,MAPLETREE ANSON,79914,65300968
SUMITOMO CORPORATION ASIA & OCEANIA  PTE. LTD.,199101899M,SY12,L6,na,1/6/2018,60,ANSON ROAD,#05-01,MAPLETREE ANSON,79914,65300968
"SUMITOMO ELECTRIC INDUSTRIES,LTD,SINGAPORE BRANCH",T14FC0152J,CR07,L4,na,1/5/2018,100,BEACH ROAD,#24-09,SHAW TOWER,189702,64654303
"SUMITOMO ELECTRIC INDUSTRIES,LTD,SINGAPORE BRANCH",T14FC0152J,SY05,L6,na,1/5/2018,100,BEACH ROAD,#24-09,SHAW TOWER,189702,64654303
SUMMER POND & LANDSCAPING PTE. LTD.,200307000D,CW01,C3,na,1/11/2018,7030,ANG MO KIO AVENUE 5,#05-27,NORTHSTAR @ AMK,569880,64510995
SUMMER POND & LANDSCAPING PTE. LTD.,200307000D,CW02,C3,na,1/11/2018,7030,ANG MO KIO AVENUE 5,#05-27,NORTHSTAR @ AMK,569880,64510995
SUMMER POND & LANDSCAPING PTE. LTD.,200307000D,MW02,L4,na,1/11/2018,7030,ANG MO KIO AVENUE 5,#05-27,NORTHSTAR @ AMK,569880,64510995
SUMMER POND & LANDSCAPING PTE. LTD.,200307000D,MW03,L5,na,1/11/2018,7030,ANG MO KIO AVENUE 5,#05-27,NORTHSTAR @ AMK,569880,64510995
SUMMER POND & LANDSCAPING PTE. LTD.,200307000D,MW04,L1,na,1/11/2018,7030,ANG MO KIO AVENUE 5,#05-27,NORTHSTAR @ AMK,569880,64510995
SUMMIT INFOCOMM SYSTEM,52866758X,ME08,L1,na,1/9/2019,7,SOON LEE STREET,#03-49,ISPACE,627608,94555692
SUN BUILDERS,53078684B,CR06,L1,na,1/6/2019,508A,WELLINGTON CIRCLE,#05-37,WELLINGTON VIEW,751508,94303162
SUN CITY MAINTENANCE PTE LTD,199504133M,MW02,L5,na,1/3/2018,1H,YONG SIAK STREET,na,na,168641,62230022
SUN CITY MAINTENANCE PTE LTD,199504133M,MW03,L1,na,1/3/2018,1H,YONG SIAK STREET,na,na,168641,62230022
SUN CITY MAINTENANCE PTE LTD,199504133M,MW04,L1,na,1/3/2018,1H,YONG SIAK STREET,na,na,168641,62230022
SUN CITY WORKFORCES PTE. LTD.,200900721H,MW02,L2,na,1/6/2017,129,KIM TIAN ROAD,#10-141,na,160129,62233919
SUN DEMOLITION PTE LTD,201501123K,CR01,Single Grade,na,1/5/2018,1002,TOA PAYOH INDUSTRIAL PARK,02-1469,na,319074,67330506
SUN ELECTRICAL PLUMBING RENOVATION WORKS PTE LTD,201406500H,CR06,L1,na,1/4/2017,58C,LORONG 16 GEYLANG ,na,na,398886,90251923
SUN ENERGY CONSTRUCTION PTE. LTD.,201229043W,CR06,L1,na,1/5/2019,1014,EUNOS AVENUE 5,#01-20,na,409740,64429473
SUN FACILITIES SERVICES PTE. LTD.,200902587N,CR01,Single Grade,na,1/3/2017,668,CHANDER ROAD,#07-22,na,210668,63374143
SUN FIRE ENGINEERING PTE. LTD.,200311545C,ME06,L1,na,1/9/2017,3,Irving Road,#01-12,Irving Industrial Building,369522,68443590
SUN FONG TRADING PTE. LTD.,199608538N,CW01,C3,na,1/10/2019,55,TUAS SOUTH AVENUE 1,#10-00,SUNHUAN BUILDING,637462,64552002
SUN JIN HONG CONSTRUCTION PTE. LTD.,200307116R,CW01,C1,na,1/12/2018,1,BUKIT BATOK CRESCENT,#06-36,WCEGA PLAZA,658064,63582181
SUN JIN HONG CONSTRUCTION PTE. LTD.,200307116R,CR13,L1,na,1/12/2018,1,BUKIT BATOK CRESCENT,#06-36,WCEGA PLAZA,658064,63582181
SUN MARK MAINTENANCE & SERVICES PTE. LTD.,201306689Z,ME11,L1,na,1/12/2019,11,WOODLANDS CLOSE,#07-06,WOODLANDS II,737853,62572004
SUN MEC ENGINEERING SOLUTIONS (S) PTE LTD,201624102D,ME11,L1,na,1/12/2019,30,TUAS VIEW PLACE,na,LINKPOINT PLACE,637876,62616162
SUN MOON CONSTRUCTION PTE. LTD.,200207667Z,CW01,B2,na,1/7/2018,15,MARSILING INDUSTRIAL ESTATE ROAD 9,#01-12,na,739171,63697129
SUN POWER LEE ENGINEERING PTE LTD,201540850N,ME11,L1,na,1/4/2019,32,ANG MO KIO INDUSTRIAL PARK 2 ,#04-15,SING INDUSTRIAL COMPLEX,569510,65262982
SUN SING NEONSIGNS & ELECTRIC CO PTE LTD,198803013C,CR11,L3,na,1/9/2018,53,UBI AVENUE 1,#05-42,PAYA UBI INDUSTRIAL PARK,408934,62811334
SUN SINGAPORE SYSTEMS PTE. LTD.,199302449N,ME04,L5,na,1/11/2019,47,KALLANG PUDDING ROAD,#10-11,CRESCENT @ KALLANG,349318,67743733
SUN TECH DOOR & SHUTTER PTE. LTD.,200612675C,CR18,Single Grade,na,1/9/2017,10N,Enterprise Road,na,na,629839,63348613
SUN TECH SOLUTION PTE LTD,201318826K,CR01,Single Grade,na,1/11/2019,420,RACE COURSE ROAD,na,na,218667,62914607
SUN TRG & CON PTE. LTD.,201230937K,CR01,Single Grade,na,1/9/2019,101,KITCHENER ROAD,#02-42,JALAN BESAR PLAZA,208511,63417882
SUNATOR CONSTRUCTION & ENGINEERING PTE. LTD.,200307119H,CW01,C1,na,1/3/2019,1,BUKIT BATOK CRESCENT,#06-37,WCEGA PLAZA,658064,62561978
SUNATOR CONSTRUCTION & ENGINEERING PTE. LTD.,200307119H,CW02,C2,na,1/3/2019,1,BUKIT BATOK CRESCENT,#06-37,WCEGA PLAZA,658064,62561978
SUNCITY CONTRACTS PTE LTD,199700239N,CW01,B1,na,1/7/2019,6,SUNGEI KADUT CRESCENT,na,AOS INDUSTRIAL BUILDING,728689,68373779
SUNCITY CONTRACTS PTE LTD,199700239N,CW02,C2,na,1/7/2019,6,SUNGEI KADUT CRESCENT,na,AOS INDUSTRIAL BUILDING,728689,68373779
SUNCITY CONTRACTS PTE LTD,199700239N,CR06,L5,na,1/7/2019,6,SUNGEI KADUT CRESCENT,na,AOS INDUSTRIAL BUILDING,728689,68373779
SUNEDISON ENERGY HOLDING (SINGAPORE) PTE LTD,201018856W,SY05,L6,na,1/5/2017,11,TOA PAYOH LORONG 3,#04-00,JACKSON SQUARE BLOCK B,319579,66819300
SUNEDISON ENERGY HOLDING (SINGAPORE) PTE LTD,201018856W,ME03,L5,na,1/5/2017,11,TOA PAYOH LORONG 3,#04-00,JACKSON SQUARE BLOCK B,319579,66819300
SUNERGY SOLAR PTE. LTD.,200712958R,SY05,L5,na,1/1/2017,21,18 BOON LAY WAY,#06-107,TRADEHUB 21,609966,65154780
SUNG YEE GENERAL CONTRACTOR PTE. LTD.,201213393H,CR13,L1,na,1/6/2018,1,BUKIT BATOK CRESCENT,#06-36,WCEGA PLAZA,658064,66841826
SUNG YEE GENERAL CONTRACTOR PTE. LTD.,201213393H,TR07,Single Grade,na,1/6/2018,1,BUKIT BATOK CRESCENT,#06-36,WCEGA PLAZA,658064,66841826
SUNGEI EMAS PTE. LTD.,198300285N,CR06,L1,na,1/6/2017,22,WOODLANDS LINK,#04-54,na,738734,64836833
SUNHO CONSTRUCTION PTE LTD,199001163D,CW01,C3,na,1/5/2018,1,ANG MO KIO INDUSTRIAL PARK 2A,#01-01,AMK TECH 1,568049,62809800
SUNHO CONSTRUCTION PTE LTD,199001163D,CW02,C3,na,1/5/2018,1,ANG MO KIO INDUSTRIAL PARK 2A,#01-01,AMK TECH 1,568049,62809800
SUNHUAN CONSTRUCTION PTE LTD,199307034K,CW01,A1,na,1/7/2018,55,TUAS SOUTH AVENUE 1,#10-00,SUNHUAN BUILDING,637462,64552002
SUNHUAN CONSTRUCTION PTE LTD,199307034K,CW02,C3,na,1/7/2018,55,TUAS SOUTH AVENUE 1,#10-00,SUNHUAN BUILDING,637462,64552002
SUNHUAN CONSTRUCTION PTE LTD,199307034K,CR13,L1,na,1/7/2018,55,TUAS SOUTH AVENUE 1,#10-00,SUNHUAN BUILDING,637462,64552002
SUNING ENGINEERING PTE. LTD.,201220893K,CR01,Single Grade,na,1/10/2018,61,JALAN MULIA,na,MACPHERSON GARDEN ESTATE,368652,65994383
SUNJET ALUMINIUM INTERNATIONAL PTE LTD,199706385G,SY10,L2,na,1/5/2018,62,KIAN TECK ROAD,na,na,628794,67815588
SUNJET ALUMINIUM INTERNATIONAL PTE LTD,199706385G,CR16,L3,na,1/5/2018,62,KIAN TECK ROAD,na,na,628794,67815588
SUNJET ALUMINIUM INTERNATIONAL PTE LTD,199706385G,RW01,Single Grade,na,1/5/2018,62,KIAN TECK ROAD,na,na,628794,67815588
SUNJET ALUMINIUM INTERNATIONAL PTE LTD,199706385G,CR17,Single Grade,na,1/5/2018,62,KIAN TECK ROAD,na,na,628794,67815588
SUNJET ALUMINIUM INTERNATIONAL PTE LTD,199706385G,CR18,Single Grade,na,1/5/2018,62,KIAN TECK ROAD,na,na,628794,67815588
SUNLAND RAJ CONSTRUCTION PTE. LTD.,201018441M,CR01,Single Grade,na,1/6/2017,164,Kallang Way,#05-09,na,349248,68441201
SUNLIGHT ELECTRICAL PTE LTD,198600407N,SY05,L6,na,1/7/2017,1,Third Chin Bee Road,na,na,618679,67419055
SUNLINK ENGINEERING PTE LTD,199305663M,CW01,C3,na,1/6/2019,6,KIAN TECK CRESCENT,na,na,628873,62616690
SUNLINK ENGINEERING PTE LTD,199305663M,CW02,C3,na,1/6/2019,6,KIAN TECK CRESCENT,na,na,628873,62616690
SUNMAX CONSTRUCTION PTE. LTD.,201406590D,CW01,C3,na,1/8/2017,21,TOH GUAN ROAD EAST,#08-01,TOH GUAN CENTRE,608609,68969390
SUNNY BUILDING CONTRACTOR,41891000J,CR01,Single Grade,na,1/2/2017,161-A,MACPHERSON ROAD,na,na,348531,63826046
SUNNY METAL & ENGINEERING PTE LTD,198301973W,CR04,L1,na,1/5/2018,35,CHANGI SOUTH AVENUE 2,na,SUNNY INDUSTRIAL BUILDING,486134,65451488
SUNNY METAL & ENGINEERING PTE LTD,198301973W,ME11,L1,na,1/5/2018,35,CHANGI SOUTH AVENUE 2,na,SUNNY INDUSTRIAL BUILDING,486134,65451488
SUNNY METAL & ENGINEERING PTE LTD,198301973W,CR16,L1,na,1/5/2018,35,CHANGI SOUTH AVENUE 2,na,SUNNY INDUSTRIAL BUILDING,486134,65451488
SUNNY METAL & ENGINEERING PTE LTD,198301973W,CR18,Single Grade,na,1/5/2018,35,CHANGI SOUTH AVENUE 2,na,SUNNY INDUSTRIAL BUILDING,486134,65451488
SUNPEAK CONSTRUCTION PTE LTD,199608274W,CW01,C1,na,1/11/2017,120,HILLVIEW AVENUE,#04-06,KEWALRAM HILLVIEW,669594,67606222
SUNPEAK CONSTRUCTION PTE LTD,199608274W,CW02,C1,na,1/11/2017,120,HILLVIEW AVENUE,#04-06,KEWALRAM HILLVIEW,669594,67606222
SUNPOWER M&E PTE. LTD.,201011902K,ME01,L1,na,1/4/2018,23,23 Kelantan Lane,#03-01E,Kim Hoe Centre,208642,66738905
SUNPRO ENERGIES PTE LTD,201416447Z,ME03,L1,na,1/6/2018,56,TELOK BLANGAH HEIGHTS,09-157,na,100056,66125673
SUNRAY WOODCRAFT CONSTRUCTION PTE LTD,198703016K,CW01,A1,na,1/1/2018,9,SUNGEI KADUT STREET 3,na,SUNRAY BUILDING,729143,65662311
SUNRAY WOODCRAFT CONSTRUCTION PTE LTD,198703016K,CR06,L6,na,1/1/2018,9,SUNGEI KADUT STREET 3,na,SUNRAY BUILDING,729143,65662311
SUNRISE BUILDING SERVICES PTE.LTD.,201434848M,ME01,L1,na,1/8/2018,51,UBI AVENUE 1,#05-27,PAYA UBI INDUSTRIAL PARK,408933,67111282
SUNRISE BUILDING SERVICES PTE.LTD.,201434848M,ME05,L1,na,1/8/2018,51,UBI AVENUE 1,#05-27,PAYA UBI INDUSTRIAL PARK,408933,67111282
SUNSCREEN (SINGAPORE) PTE LTD,198100032C,SY06,L3,na,1/6/2017,20,Ubi Crescent,#01-01,Ubi Techpark,408565,62840033
SUNSEAP LEASING PTE LTD,201107952W,ME03,L6,na,1/9/2019,18,BOON LAY WAY,#06-135,TRADEHUB 21,609966,67954465
SUNSHINE RENO & CONSTRUCTION PTE. LTD.,200502510N,CW01,C3,na,1/9/2019,3016,BEDOK NORTH AVENUE 4,#08-12,EASTECH,489947,62466595
SUNSTRONG INTERNATIONAL PTE. LTD.,200007242N,ME06,L2,na,1/6/2017,25,HARRISON ROAD,#08-00,CHIN LIM INDUSTRIAL BUILDING,369646,62820881
SUNSTRONG INTERNATIONAL PTE. LTD.,200007242N,ME12,L3,na,1/6/2017,25,HARRISON ROAD,#08-00,CHIN LIM INDUSTRIAL BUILDING,369646,62820881
SUNTEC ENGINEERING PTE. LTD.,200509479H,ME01,L1,na,1/4/2018,2024,BUKIT BATOK STREET 23,#03-24,na,659529,65631171
SUNTECH BUILDING SERVICES AND TRADING PTE LTD,199106442R,ME12,L1,na,1/9/2019,1001,EUNOS AVENUE 8,#04-22,na,409496,68484174
SUNTRONIC DESIGN & CONSTRUCTION PTE LTD,201327425D,CR06,L1,na,1/1/2018,11,UPPER WILKIE ROAD,na,na,228120,96821827
SUNWAY CONCRETE PRODUCTS (S) PTE LTD,199409213Z,CW01,C3,na,1/9/2018,4,TAMPINES INDUSTRIAL STREET 62,na,na,528817,65828089
SUNWAY CONCRETE PRODUCTS (S) PTE LTD,199409213Z,CW02,C3,na,1/9/2018,4,TAMPINES INDUSTRIAL STREET 62,na,na,528817,65828089
SUNWAY CONCRETE PRODUCTS (S) PTE LTD,199409213Z,CR05,L1,na,1/9/2018,4,TAMPINES INDUSTRIAL STREET 62,na,na,528817,65828089
SUNWAY CONCRETE PRODUCTS (S) PTE LTD,199409213Z,CR10,L6,na,1/9/2018,4,TAMPINES INDUSTRIAL STREET 62,na,na,528817,65828089
SUNWAY CONCRETE PRODUCTS (S) PTE LTD,199409213Z,SY01B,L6,na,1/9/2018,4,TAMPINES INDUSTRIAL STREET 62,na,na,528817,65828089
SUNWAY PROJECTS PTE. LTD,201629724Z,SY05,L1,na,1/11/2019,89,SHORT STREET,#04-09,GOLDENWALL CENTRE,188216,81619477
SUNZO FOUNDATION ENGINEERING (S) PTE LTD,201500244E,CW02,C3,na,1/6/2018,215,HENDERSON ROAD,#03-03,HENDERSON INDUSTRIAL PARK,159554,97633737
SUPER BEND PTE. LTD.,201316133R,SY01C,L4,na,1/10/2019,18,BENOI CRESCENT,na,na,629981,62612221
SUPER BEND PTE. LTD.,201316133R,TR02,Single Grade,na,1/10/2019,18,BENOI CRESCENT,na,na,629981,62612221
SUPER CABLING SOLUTION,53135865L,ME04,L1,na,1/6/2018,140,PAYA LEBAR ROAD,#07-12,A2,409015,90053526
SUPER GALVANISING PTE LTD,199603335K,CR02,L1,na,1/4/2018,1A,PIONEER SECTOR WALK,na,na,627895,68634488
SUPER PIPES PTE LTD,201503472Z,ME06,L1,na,1/12/2018,18,BENOI CRESCENT,na,na,629981,68981038
SUPER STEEL PTE. LTD.,199302404H,SY01C,L4,na,1/3/2019,18,BENOI CRESCENT,na,na,629981,62668588
SUPER TOWER INDUSTRIES PTE. LTD.,201220256E,ME01,L3,na,1/9/2018,280,WOODLANDS INDUSTRIAL PARK E5,#02-35,HARVEST @ WOODLANDS,757322,65551815
SUPERIOR AIR-CONDITIONER SERVICES,53176886D,ME01,L1,na,1/5/2017,356B,admiralty Drive,#15-100,na,752356,67574042
SUPERIOR ENGINEERING & CONSTRUCTION PTE. LTD.,200617104K,CW01,C1,na,1/5/2019,11,MANDAI ESTATE,#08-17,ELDIX,729908,63683212
SUPERIORTEC PRIVATE LIMITED,200401881W,CW01,C3,na,1/5/2017,1,KAKI BUKIT AVENUE 3,#07-07,KB-1 BUILDING,416087,67410977
SUPERIORTEC PRIVATE LIMITED,200401881W,ME01,L3,na,1/5/2017,1,KAKI BUKIT AVENUE 3,#07-07,KB-1 BUILDING,416087,67410977
SUPERIORTEC PRIVATE LIMITED,200401881W,ME04,L1,na,1/5/2017,1,KAKI BUKIT AVENUE 3,#07-07,KB-1 BUILDING,416087,67410977
SUPERIORTEC PRIVATE LIMITED,200401881W,ME05,L2,na,1/5/2017,1,KAKI BUKIT AVENUE 3,#07-07,KB-1 BUILDING,416087,67410977
SUPERIORTEC PRIVATE LIMITED,200401881W,ME06,L2,na,1/5/2017,1,KAKI BUKIT AVENUE 3,#07-07,KB-1 BUILDING,416087,67410977
SUPERJET ENGINEERING PTE LTD,199904688W,ME01,L2,na,1/7/2017,3013,Bedok Industrial Park E,#01-2118,na,489979,64463756
SUPERJET ENGINEERING PTE LTD,199904688W,ME05,L2,na,1/7/2017,3013,Bedok Industrial Park E,#01-2118,na,489979,64463756
SUPERJET ENGINEERING PTE LTD,199904688W,ME11,L2,na,1/7/2017,3013,Bedok Industrial Park E,#01-2118,na,489979,64463756
SUPERMEC PRIVATE LIMITED,197701834M,SY05,L4,na,1/2/2018,17,TUAS AVENUE 20,na,na,638828,68619522
SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,199003785K,CW01,C1,na,1/1/2019,10,ADMIRALTY STREET,#04-08,na,757695,64822633
SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,199003785K,ME01,L5,na,1/1/2019,10,ADMIRALTY STREET,#04-08,na,757695,64822633
SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,199003785K,ME02,L2,na,1/1/2019,10,ADMIRALTY STREET,#04-08,na,757695,64822633
SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,199003785K,ME05,L3,na,1/1/2019,10,ADMIRALTY STREET,#04-08,na,757695,64822633
SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,199003785K,ME11,L1,na,1/1/2019,10,ADMIRALTY STREET,#04-08,na,757695,64822633
SUPERSONIC MAINTENANCE SERVICES PTE. LTD.,198401352W,CW02,C3,na,1/5/2018,21,BUKIT BATOK CRESCENT,#24-76,WCEGA TOWER,658065,64677444
SUPERSONIC MAINTENANCE SERVICES PTE. LTD.,198401352W,MW02,L5,na,1/5/2018,21,BUKIT BATOK CRESCENT,#24-76,WCEGA TOWER,658065,64677444
SUPREME AIR CONDITIONING & SERVICES,52997551C,ME01,L1,na,1/10/2017,65,Sims Avenue,#01-09,Yi Xiu Factory Building,387418,62466220
SUPREME BUILDERS PTE LTD,201309295Z,CW01,C3,na,1/3/2018,7,GAMBAS CRESCENT,#02-20,ARK@GAMBAS,757087,68468711
SUPREME LION HOLDING PTE LTD,199902709H,TR08,Single Grade,na,1/9/2019,31,ADMIRALTY ROAD,#01-01,STORHUB WOODLANDS,739984,65555522
SUPREME M&E PTE LTD,201022921Z,CR01,Single Grade,na,1/10/2017,3021,UBI AVENUE 2,#02-187,na,408897,67564810
SUPREME METAL WORKS PTE. LTD.,200305575G,RW01,Single Grade,na,1/11/2019,11,SUNGEI KADUT STREET 5,na,SUNGEI KADUT INDUSTRIAL ESTATE,728957,63625579
SUPREME REFRIGERATION SERVICE PTE LTD,201502726G,ME01,L2,na,1/7/2017,4028,ANG MO KIO INDUSTRIAL PARK 1,#01-221,na,569639,64549060
SUPREME REFRIGERATION SERVICE PTE LTD,201502726G,ME05,L1,na,1/7/2017,4028,ANG MO KIO INDUSTRIAL PARK 1,#01-221,na,569639,64549060
SUPREME ROVER PTE. LTD.,201302292M,ME01,L1,na,1/4/2019,125,DESKER ROAD,na,na,209642,97438930
SURBANA TECHNOLOGIES PTE LTD,200302584Z,ME02,L5,na,1/4/2019,168,JALAN BUKIT MERAH,#01-01,SURBANA ONE,150168,62481480
SURE CONSTRUCTION PRIVATE LIMITED,200202504N,CW01,C3,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-21,NORTHPOINT BIZHUB,768159,90044980
SURE CONSTRUCTION PRIVATE LIMITED,200202504N,CW02,C3,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-21,NORTHPOINT BIZHUB,768159,90044980
SURE CONSTRUCTION PRIVATE LIMITED,200202504N,CR05,L1,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-21,NORTHPOINT BIZHUB,768159,90044980
SURFACE 360 PTE LTD,201534570D,CR06,L1,na,1/6/2019,3,ANG MO KIO STREET 62,#04-02,LINK@AMK,569139,62543608
SURFACE ART PTE. LTD.,201401399K,CR06,L1,na,1/8/2017,1,YISHUN STREET 23,#04-40,YS-ONE,766441,93370623
SURFACE PROJECT PTE. LTD.,200500263N,TR07,Single Grade,na,1/6/2019,105,EUNOS AVENUE 3,na,HAFARY CENTRE,409836,65383823
SURGE CLEANING SERVICES PTE. LTD.,200517779W,MW02,L4,na,1/7/2018,1,UBI VIEW,#04-23,FOCUS ONE,408555,68422873
SURIYAAS ENGINEERING AND CONSTRUCTION PTE. LTD.,201408996Z,ME01,L1,na,1/9/2017,736,YISHUN STREET 72,#09-79,HDB,760736,65752384
SURVEY TEAM PTE LTD,199104013W,CR01,Single Grade,na,1/6/2019,9,WEST COAST WALK,#18-20,THE PARC CONDOMINIUM,127160,93393156
SUZI ENGINEERING PTE LTD,201430587D,CR09,L1,na,1/9/2018,1,SOON LEE STREET,#05-65,PIONEER CENTRE,627605,93722486
SV BROS PTE. LTD.,201215776G,CW01,C3,na,1/10/2018,14,Marsiling Industrial rd 1,#01-29,na,739278,63632377
SV BROS PTE. LTD.,201215776G,CR06,L1,na,1/10/2018,14,Marsiling Industrial rd 1,#01-29,na,739278,63632377
SVN ENGINEERING PTE. LTD.,200720093G,CR01,Single Grade,na,1/3/2017,77,HIGH STREET,#08-06A,HIGH STREET PLAZA,179433,63347537
SVP INTEGRATED ENGINEERING PTE LTD,201115145G,ME01,L3,na,1/12/2018,1,PEMIMPIN DRIVE,#11-02,ONE PEMIMPIN,576151,63396368
SVP INTEGRATED ENGINEERING PTE LTD,201115145G,ME05,L5,na,1/12/2018,1,PEMIMPIN DRIVE,#11-02,ONE PEMIMPIN,576151,63396368
SVP INTEGRATED ENGINEERING PTE LTD,201115145G,SY05,L2,na,1/12/2018,1,PEMIMPIN DRIVE,#11-02,ONE PEMIMPIN,576151,63396368
SVS ENGINEERING PTE. LTD.,201434744N,CR01,Single Grade,na,1/1/2018,89,SHORT STREET,#03-08,GOLDEN WALL CENTRE,188216,63362489
SVS VALVES PTE. LTD.,200800757H,ME11,L3,na,1/8/2018,28,GUL AVENUE,na,na,629668,62613225
SW CONSTRUCTION PTE. LTD.,200403418Z,CW01,C1,na,1/1/2018,284,BISHAN STREET 22,#01-207,na,570284,62804136
SW CONSTRUCTION PTE. LTD.,200403418Z,CW02,C2,na,1/1/2018,284,BISHAN STREET 22,#01-207,na,570284,62804136
SWAN SWEE CONSTRUCTION PTE LTD,199203465H,SY06,L1,na,1/10/2019,1,SENOKO WAY,na,na,758058,67559979
SWAN-LI (SINGAPORE) PTE LTD,199402407E,CW01,C3,na,1/8/2018,21,WOODLANDS CLOSE,#04-19,PRIMZ BIZHUB,737854,68982622
SWC BUILDERS & ENGINEERING PTE. LTD.,201224872Z,CW01,C1,na,1/9/2019,9,SUNGEI KADUT STREET 3,na,SUNRAY BUILDING,729143,65662311
SWC BUILDERS & ENGINEERING PTE. LTD.,201224872Z,CR06,L3,na,1/9/2019,9,SUNGEI KADUT STREET 3,na,SUNRAY BUILDING,729143,65662311
"SWCC SHOWA CABLE SYSTEMS CO., LTD. SINGAPORE BRANCH",T15FC0109E,SY05,L6,na,1/9/2018,64,SUNGEI KADUT STREET 1,na,SUNGEI KADUT INDUSTRIAL ESTATE,729365,63654380
"SWEE BEE CO., PTE. LTD.",197200271H,ME11,L2,na,1/5/2018,15B,PANDAN ROAD,na,na,609264,62682373
SWEE BEE CONTRACTOR PTE LTD,198800966Z,MW02,L1,na,1/2/2017,140,PAYA LEBAR ROAD,#09-08,AZ @ PAYA LEBAR,409015,62871937
